title,price,subtitle,city
3-комнатная квартира · 60.1 м² · 5/5 этаж,20 000 000 〒,Мусрепова 7,Петропавловск
1-комнатная квартира · 16 м² · 5/5 этаж,4 800 000 〒,Егемен Казахстан 30,Петропавловск
2-комнатная квартира · 52 м² · 8/9 этаж,21 500 000 〒,семашко 11в,Петропавловск
4-комнатная квартира · 110 м² · 3/3 этаж,55 500 000 〒,Болашак 31 — Мкр Орман,Петропавловск
3-комнатная квартира · 48.5 м² · 5/5 этаж,22 000 000 〒,Айыртауская 13 — Валиханова,Петропавловск
2-комнатная квартира · 42 м² · 4/5 этаж,15 000 000 〒,Валиханова 11,Петропавловск
3-комнатная квартира · 60 м² · 2/5 этаж,20 400 000 〒,Новая 122,Петропавловск
2-комнатная квартира · 43 м² · 3/5 этаж,14 400 000 〒,Заводская,Петропавловск
2-комнатная квартира · 47 м² · 2/5 этаж,13 900 000 〒,мира,Петропавловск
3-комнатная квартира · 70 м² · 6/10 этаж,40 000 000 〒,Джамбула 1 — Джамбула,Петропавловск
1-комнатная квартира · 14.8 м² · 3/5 этаж,5 500 000 〒,Назарбаева — Сокол,Петропавловск
2-комнатная квартира · 50.4 м² · 5/5 этаж,18 500 000 〒,Шухова 2Б,Петропавловск
1-комнатная квартира · 33 м² · 5/5 этаж,13 950 000 〒,Назарбаева,Петропавловск
2-комнатная квартира · 40.4 м² · 4/5 этаж,11 500 000 〒,Гоголя,Петропавловск
2-комнатная квартира · 89.4 м² · 1/5 этаж,35 550 000 〒,Валиханова,Петропавловск
1-комнатная квартира · 34.5 м² · 5/5 этаж,14 950 000 〒,Букетова,Петропавловск
2-комнатная квартира · 54.6 м² · 1/5 этаж,29 500 000 〒,Алматинская — Госпиталь ДП,Петропавловск
2-комнатная квартира · 44.9 м² · 3/5 этаж,16 200 000 〒,Назарбаева,Петропавловск
1-комнатная квартира · 35 м²,13 400 000 〒,мира,Петропавловск
2-комнатная квартира · 45 м² · 3/5 этаж,15 950 000 〒,Валиханова,Петропавловск
3-комнатная квартира · 56 м² · 2/5 этаж,20 000 000 〒,Кизатова,Петропавловск
2-комнатная квартира · 47 м² · 2 этаж,22 000 000 〒,Жабаева 156,Петропавловск
2-комнатная квартира · 55 м² · 2/5 этаж,23 000 000 〒,шухова — валиханова,Петропавловск
4-комнатная квартира · 62 м² · 4/5 этаж,22 000 000 〒,букетова,Петропавловск
2-комнатная квартира · 48 м² · 4/5 этаж,19 000 000 〒,Чайковского,Петропавловск
3-комнатная квартира · 96 м² · 1/5 этаж,50 750 000 〒,Советская,Петропавловск
3-комнатная квартира · 64.8 м² · 1/9 этаж,31 000 000 〒,Жукова,Петропавловск
2-комнатная квартира · 62.5 м² · 5/5 этаж,25 500 000 〒,улица Жалела Кизатова,Петропавловск
1-комнатная квартира · 31 м² · 4/4 этаж,10 300 000 〒,Рижская,Петропавловск
3-комнатная квартира · 59 м² · 3/5 этаж,20 400 000 〒,астана,Петропавловск
2-комнатная квартира · 42 м² · 2/5 этаж,16 000 000 〒,Ахременко 4 — Вокзал,Петропавловск
2-комнатная квартира · 45 м² · 2 этаж,14 900 000 〒,бостандыкская,Петропавловск
3-комнатная квартира · 72 м² · 8/9 этаж,32 900 000 〒,Валиханова,Петропавловск
1-комнатная квартира · 34 м² · 3/5 этаж,9 600 000 〒,мира,Петропавловск
2-комнатная квартира · 81.4 м² · 5/5 этаж,32 700 000 〒,Валиханова 46,Петропавловск
3-комнатная квартира · 53 м² · 2/5 этаж,25 000 000 〒,Интернациональная 33 — пересечение Назарбаева Мира,Петропавловск
1-комнатная квартира · 30 м² · 1/5 этаж,14 300 000 〒,батыр баяна 26,Петропавловск
2-комнатная квартира · 42 м² · 2/4 этаж,21 500 000 〒,Валиханова 10,Петропавловск
2-комнатная квартира · 58 м² · 6/16 этаж,20 500 000 〒,жабаева,Петропавловск
2-комнатная квартира · 47 м² · 7/9 этаж,17 400 000 〒,Мира,Петропавловск
3-комнатная квартира · 64 м² · 3/9 этаж,33 000 000 〒,Володарского 126 — Казахский театр,Петропавловск
1-комнатная квартира · 34 м² · 7/9 этаж,12 900 000 〒,мира,Петропавловск
2-комнатная квартира · 45 м² · 4/5 этаж,22 000 000 〒,мусрепова 9,Петропавловск
2-комнатная квартира · 46 м² · 3/5 этаж,16 900 000 〒,алматинская,Петропавловск
2-комнатная квартира · 53 м² · 4/5 этаж,20 500 000 〒,Гоголя 25,Петропавловск
2-комнатная квартира · 51.3 м² · 1/9 этаж,22 000 000 〒,Кизатова 9б,Петропавловск
1-комнатная квартира · 36 м² · 6/9 этаж,13 200 000 〒,Парковая,Петропавловск
3-комнатная квартира · 65 м² · 5/10 этаж,31 000 000 〒,жабаева,Петропавловск
3-комнатная квартира · 70 м² · 3/5 этаж,30 000 000 〒,Назарбаева 156,Петропавловск
2-комнатная квартира · 45 м² · 5/5 этаж,18 000 000 〒,Ульянова,Петропавловск
2-комнатная квартира · 48 м² · 2/2 этаж,13 500 000 〒,Уральская 29,Петропавловск
3-комнатная квартира · 64.3 м² · 10/10 этаж,26 000 000 〒,проезд Володарского,Петропавловск
1-комнатная квартира · 52 м² · 5/5 этаж,16 000 000 〒,Гастело 50 — Возле школы «НИШ»,Петропавловск
1-комнатная квартира · 31 м² · 3/3 этаж,7 600 000 〒,Украинская 205 — д/с Малыш-магазин Стеклянный,Петропавловск
2-комнатная квартира · 42 м² · 1/1 этаж,8 000 000 〒,Володарского 20,Петропавловск
3-комнатная квартира · 58 м² · 5/5 этаж,17 700 000 〒,мусрепова,Петропавловск
1-комнатная квартира · 18 м² · 5/5 этаж,6 000 000 〒,Токсан би 84 — Евразийский рынок,Петропавловск
2-комнатная квартира · 55 м² · 3/5 этаж,25 000 000 〒,Букетова 9 — Букетова 9-Назарбаева,Петропавловск
3-комнатная квартира · 96.2 м²,37 518 000 〒,Рахимова,Петропавловск
2-комнатная квартира · 54 м² · 2/5 этаж,20 450 000 〒,Кизатова,Петропавловск
3-комнатная квартира · 55 м² · 1/3 этаж,14 500 000 〒,Островского — Украинская,Петропавловск
1-комнатная квартира · 32 м² · 4/4 этаж,10 900 000 〒,токсан би — интернациональная,Петропавловск
1-комнатная квартира · 32 м² · 4/4 этаж,13 400 000 〒,к.казахстана — Назарбаева,Петропавловск
3-комнатная квартира · 58 м² · 3/4 этаж,16 400 000 〒,Рижская,Петропавловск
6-комнатная квартира · 337 м² · 2/2 этаж,100 000 000 〒,Советская 25 — Ульянова,Петропавловск
2-комнатная квартира · 55 м² · 1/5 этаж,21 000 000 〒,Жукова 36 — 19 мкр,Петропавловск
3-комнатная квартира · 64.5 м² · 2/5 этаж,27 000 000 〒,Интернациональная 75 — Букетова - Астана,Петропавловск
3-комнатная квартира · 92.2 м²,35 958 000 〒,Рахимова,Петропавловск
2-комнатная квартира · 43.1 м² · 1/5 этаж,19 500 000 〒,"Карима сутюшева 59 — Карима сутюшева,Ульянова",Петропавловск
2-комнатная квартира · 61.5 м²,23 985 000 〒,Рахимова,Петропавловск
2-комнатная квартира · 41.5 м²,16 185 000 〒,Рахимова,Петропавловск
2-комнатная квартира · 44 м² · 3/3 этаж,12 800 000 〒,Валиханова,Петропавловск
1-комнатная квартира · 31 м² · 4/5 этаж,12 400 000 〒,кошукова,Петропавловск
1-комнатная квартира · 37 м² · 8/9 этаж,16 800 000 〒,кизатова,Петропавловск
4-комнатная квартира · 77.4 м² · 2/10 этаж,33 500 000 〒,Карима Сутюшева 65 — Напротив БЦ Квартал,Петропавловск
3-комнатная квартира · 105.25 м² · 8/9 этаж,43 200 000 〒,Набережная 23,Петропавловск
1-комнатная квартира · 32 м² · 3/5 этаж,14 050 000 〒,мусрепова,Петропавловск
1-комнатная квартира · 36 м² · 2/5 этаж,11 900 000 〒,партизанская,Петропавловск
3-комнатная квартира · 72 м² · 3/9 этаж,35 000 000 〒,парковая,Петропавловск
2-комнатная квартира · 45 м² · 2/2 этаж,8 300 000 〒,Пугачева,Петропавловск
2-комнатная квартира · 54 м² · 2/10 этаж,23 300 000 〒,Набережная,Петропавловск
2-комнатная квартира · 66.4 м² · 6/16 этаж,33 200 000 〒,Маяковского 96 — Жамбыла Жабаева,Петропавловск
5-комнатная квартира · 148.2 м² · 6/16 этаж,74 100 000 〒,Маяковского 96 — Жамбыла Жабаева,Петропавловск
1-комнатная квартира · 14 м² · 5/5 этаж,5 500 000 〒,Маяковского93 15,Петропавловск
1-комнатная квартира · 33 м²,12 870 000 〒,Рахимова,Петропавловск
2-комнатная квартира · 51 м² · 5/5 этаж,22 500 000 〒,Победа 3 А,Петропавловск
3-комнатная квартира · 60 м² · 5/5 этаж,19 500 000 〒,Егемен Казахстан 46,Петропавловск
5-комнатная квартира · 194 м² · 2/2 этаж,90 000 000 〒,Казахстанской правды 118 — гор отдел,Петропавловск
1-комнатная квартира · 30 м² · 1/5 этаж,12 000 000 〒,Чайковского,Петропавловск
3-комнатная квартира · 64.3 м² · 1/12 этаж,26 500 000 〒,Жабаева 38 — Дворец школьников,Петропавловск
1-комнатная квартира · 35 м² · 1/9 этаж,12 500 000 〒,Парковая,Петропавловск
3-комнатная квартира · 70 м² · 9/9 этаж,31 000 000 〒,Ж.Жабаева,Петропавловск
2-комнатная квартира · 46 м² · 3/5 этаж,16 500 000 〒,Заводская 36,Петропавловск
3-комнатная квартира · 60 м² · 5/5 этаж,19 000 000 〒,Карима Сутюшева 47,Петропавловск
1-комнатная квартира · 35 м² · 5/9 этаж,12 800 000 〒,Шокана Валиханова 23,Петропавловск
3-комнатная квартира · 67 м² · 7/9 этаж,28 000 000 〒,жалела Кизатова 9а,Петропавловск
3-комнатная квартира · 60 м² · 5/5 этаж,21 500 000 〒,Сатпаева 50,Петропавловск
2-комнатная квартира · 52.2 м² · 7/9 этаж,21 500 000 〒,Валиханова,Петропавловск
2-комнатная квартира · 47 м² · 1/5 этаж,18 000 000 〒,Сутюшева 57 — Рахмет,Петропавловск
2-комнатная квартира · 44.2 м² · 5/5 этаж,17 200 000 〒,Сутюшева 57,Петропавловск
2-комнатная квартира · 44 м² · 5/5 этаж,22 500 000 〒,Жумабаева 102 — Напротив гимназии БЭСТ,Петропавловск
1-комнатная квартира · 33 м² · 3/5 этаж,14 150 000 〒,"Мира — Уют, караван, ресторан Royal palace",Петропавловск
2-комнатная квартира · 47.8 м² · 1/5 этаж,17 200 000 〒,Интернациональная 2,Петропавловск
2-комнатная квартира · 44.8 м² · 1/5 этаж,13 500 000 〒,Айыртауская — 3 Айыртауская,Петропавловск
1-комнатная квартира · 34 м² · 3/5 этаж,12 500 000 〒,Островского — Кинотеатр Родина,Петропавловск
2-комнатная квартира · 44.2 м² · 5/5 этаж,17 000 000 〒,Карима Сутюшева 57 — Район Рахмет,Петропавловск
2-комнатная квартира · 46 м² · 2/5 этаж,14 400 000 〒,мира,Петропавловск
3-комнатная квартира · 58.6 м² · 3/5 этаж,23 400 000 〒,Пушкина 101,Петропавловск
1-комнатная квартира · 34 м² · 2/5 этаж,11 300 000 〒,Хименко,Петропавловск
3-комнатная квартира · 97.3 м² · 5/5 этаж,36 001 000 〒,Алтынсарина 259,Петропавловск
3-комнатная квартира · 59 м² · 2/5 этаж,19 900 000 〒,Назарбаева 130 — Флагман,Петропавловск
1-комнатная квартира · 35 м² · 3/5 этаж,15 700 000 〒,назарбаева,Петропавловск
2-комнатная квартира · 63 м² · 5/5 этаж,22 500 000 〒,Гастелло 52,Петропавловск
2-комнатная квартира · 54 м² · 6/9 этаж,23 000 000 〒,Назарбаева,Петропавловск
2-комнатная квартира · 50.9 м²,18 000 000 〒,победы,Петропавловск
3-комнатная квартира · 56 м² · 3/5 этаж,20 000 000 〒,Мусрепова,Петропавловск
3-комнатная квартира · 58 м² · 5/5 этаж,18 800 000 〒,Назарбаева 110,Петропавловск
2-комнатная квартира · 53.9 м² · 9/9 этаж,22 638 000 〒,Партизанская 158/2,Петропавловск
1-комнатная квартира · 30 м² · 2/5 этаж,12 600 000 〒,Карима Сутюшева,Петропавловск
2-комнатная квартира · 52 м² · 1/5 этаж,20 000 000 〒,Алтынсарина,Петропавловск
3-комнатная квартира · 61.8 м² · 3/3 этаж,23 500 000 〒,Алтынсарина 4 — Район Жас Оркен,Петропавловск
2-комнатная квартира · 41 м² · 1/2 этаж,11 000 000 〒,Интернациональная — Пушкина,Петропавловск
1-комнатная квартира · 29 м² · 1/4 этаж,10 500 000 〒,Жамбыла — Магазин Северный/ЖБИ,Петропавловск
1-комнатная квартира · 30 м² · 5/5 этаж,9 200 000 〒,Кизатова — Район военного института,Петропавловск
2-комнатная квартира · 44 м² · 5/5 этаж,16 500 000 〒,Парковая,Петропавловск
3-комнатная квартира · 64 м² · 1/5 этаж,24 000 000 〒,карима Сутюшева,Петропавловск
3-комнатная квартира · 58 м² · 5/5 этаж,21 400 000 〒,Бостандыкская,Петропавловск
1-комнатная квартира · 34 м² · 5/9 этаж,13 800 000 〒,назарбаева,Петропавловск
1-комнатная квартира · 38 м² · 1/5 этаж,18 500 000 〒,2 новаторная,Петропавловск
1-комнатная квартира · 18 м² · 5/5 этаж,5 300 000 〒,труда 51,Петропавловск
2-комнатная квартира · 51 м² · 5/5 этаж,23 900 000 〒,семашко,Петропавловск
2-комнатная квартира · 56 м² · 5/5 этаж,21 500 000 〒,Парковая,Петропавловск
3-комнатная квартира · 60 м² · 5/5 этаж,17 700 000 〒,мусрепова 6,Петропавловск
1-комнатная квартира · 39.5 м² · 7/9 этаж,23 000 000 〒,Валиханова 40 — Азия,Петропавловск
2-комнатная квартира · 51.4 м² · 4/5 этаж,25 000 000 〒,н назарбаева 339 а,Петропавловск
3-комнатная квартира · 58.3 м² · 4/5 этаж,29 900 000 〒,Пушкина 101,Петропавловск
3-комнатная квартира · 92.3 м² · 3/3 этаж,27 700 000 〒,Алтын дала 11,Петропавловск
3-комнатная квартира · 71.9 м² · 3/6 этаж,26 900 000 〒,Советская 53,Петропавловск
3-комнатная квартира · 130 м² · 4/5 этаж,89 900 000 〒,Назарбаева 207,Петропавловск
4-комнатная квартира · 157.8 м² · 5/5 этаж,55 500 000 〒,Назарбаева 133 — Крепостная,Петропавловск
2-комнатная квартира · 45 м² · 1/2 этаж,7 950 000 〒,2-я Водосточная 24 — Хромзавод,Петропавловск
1-комнатная квартира · 43 м² · 6/9 этаж,17 000 000 〒,Кизатова 9 — 3 новая поликлиника,Петропавловск
1-комнатная квартира · 45.1 м² · 5/9 этаж,21 000 000 〒,Горького 14 — Горького ташитова,Петропавловск
3-комнатная квартира · 74 м² · 2/5 этаж,45 000 000 〒,Алтынсарина 239,Петропавловск
2-комнатная квартира · 43 м² · 5/5 этаж,10 400 000 〒,Валиханова,Петропавловск
1-комнатная квартира · 32 м² · 4/5 этаж,13 500 000 〒,Интернациональная,Петропавловск
3-комнатная квартира · 70 м² · 7/9 этаж,37 500 000 〒,Парковая — Возле Дворца школьников,Петропавловск
3-комнатная квартира · 71 м² · 15/16 этаж,31 500 000 〒,Жабаева 40 — Крылова,Петропавловск
1-комнатная квартира · 38.8 м² · 5/5 этаж,14 800 000 〒,Кизатова 3 Л,Петропавловск
4-комнатная квартира · 103.2 м² · 1/2 этаж,28 000 000 〒,"Карима - Сутюшева — Драм Театра ""Погодина""",Петропавловск
2-комнатная квартира · 42 м² · 4/4 этаж,14 000 000 〒,Интернациональная 5,Петропавловск
2-комнатная квартира · 68 м² · 8/12 этаж,35 000 000 〒,Жабаева 142,Петропавловск
3-комнатная квартира · 64 м² · 8/18 этаж,30 500 000 〒,Жамбыла,Петропавловск
1-комнатная квартира · 33 м² · 5/5 этаж,13 000 000 〒,Новая 112,Петропавловск
2-комнатная квартира · 53.4 м² · 4/5 этаж,35 000 000 〒,Гагарина 2 А,Петропавловск
4-комнатная квартира · 106 м² · 4/5 этаж,43 000 000 〒,Букетова 54,Петропавловск
3-комнатная квартира · 61.9 м² · 2/2 этаж,15 000 000 〒,Украинская 256,Петропавловск
4-комнатная квартира · 61 м² · 4/5 этаж,22 000 000 〒,Букетова 48 — Ауэзова/Букетова,Петропавловск
2-комнатная квартира · 72 м² · 8/9 этаж,28 000 000 〒,Пушкина 114 — Университет,Петропавловск
3-комнатная квартира · 90 м² · 5/5 этаж,35 000 000 〒,Жабаева 193а,Петропавловск
3-комнатная квартира · 63 м² · 3/5 этаж,21 700 000 〒,"Бостандыкская 78 — Рынок ""ЦОТ"", "" Океан""",Петропавловск
1-комнатная квартира · 34 м² · 8/10 этаж,14 900 000 〒,Жукова 13 — новая мечеть,Петропавловск
4-комнатная квартира · 106.5 м² · 3/5 этаж,48 000 000 〒,Ж.Кизатова 3Б — Магазин Алем,Петропавловск
3-комнатная квартира · 67.4 м² · 1/5 этаж,30 000 008 〒,Назарбаева — Назарбаева - С.Муканова,Петропавловск
1-комнатная квартира · 18 м² · 3 этаж,4 900 000 〒,Назарбаева 213 — Арман,Петропавловск
1-комнатная квартира · 32.3 м² · 4/5 этаж,12 900 000 〒,Жабаева 188 — Район Тайги,Петропавловск
3-комнатная квартира · 53 м² · 1/5 этаж,20 000 000 〒,Мусрепова 4,Петропавловск
4-комнатная квартира · 91 м² · 3/3 этаж,19 500 000 〒,Володаровского 41,Петропавловск
2-комнатная квартира · 54 м² · 5/5 этаж,19 500 000 〒,Болатбаева 28,Петропавловск
3-комнатная квартира · 99 м² · 5/5 этаж,46 000 000 〒,Жамбыла — Стадион «Карасай»,Петропавловск
2-комнатная квартира · 37 м² · 4/5 этаж,13 950 000 〒,Бостандыкская 41,Петропавловск
1-комнатная квартира · 34.2 м² · 5/5 этаж,13 300 000 〒,Жукова 11,Петропавловск
2-комнатная квартира · 54 м²,17 500 000 〒,Хименко,Петропавловск
2-комнатная квартира · 54 м² · 5/5 этаж,21 400 000 〒,Бостандыкская,Петропавловск
1-комнатная квартира · 17 м² · 3/5 этаж,5 300 000 〒,Уалиханова 28,Петропавловск
1-комнатная квартира · 41.67 м² · 3/7 этаж,18 400 000 〒,Набережная — Шухова,Петропавловск
2-комнатная квартира · 54 м² · 8/9 этаж,22 000 000 〒,Болатбаева 32,Петропавловск
2-комнатная квартира · 83.1 м² · 2/5 этаж,30 000 000 〒,Я.Гашека — Район Армана,Петропавловск
2-комнатная квартира · 54 м² · 1/5 этаж,21 500 000 〒,Хименко,Петропавловск
1-комнатная квартира · 34 м² · 9/9 этаж,9 500 000 〒,Валиханова 23,Петропавловск
3-комнатная квартира · 90 м² · 1/2 этаж,46 000 000 〒,Астана — Чайковского,Петропавловск
2-комнатная квартира · 52.6 м² · 1/2 этаж,12 000 000 〒,Украинская,Петропавловск
2-комнатная квартира · 53 м² · 4/10 этаж,22 500 000 〒,володарского,Петропавловск
2-комнатная квартира · 56 м² · 3/5 этаж,24 700 000 〒,Болатбаева 36 — Болатбаева 19мкр,Петропавловск
3-комнатная квартира · 65 м² · 8/9 этаж,26 500 000 〒,сутюшева,Петропавловск
2-комнатная квартира · 52 м² · 1/5 этаж,21 500 000 〒,жукова 34,Петропавловск
2-комнатная квартира · 46 м² · 2/2 этаж,15 000 000 〒,Кеншинбаева 1,Петропавловск
3-комнатная квартира · 73 м² · 3/5 этаж,35 000 000 〒,Жукова 36,Петропавловск
1-комнатная квартира · 32 м² · 2/5 этаж,12 300 000 〒,Гашека 9,Петропавловск
2-комнатная квартира · 55.4 м² · 4/5 этаж,21 250 000 〒,Болатбаева,Петропавловск
1-комнатная квартира · 12 м² · 2/5 этаж,3 400 000 〒,314 стрелковой дивизии 7,Петропавловск
1-комнатная квартира · 32 м² · 3/3 этаж,7 600 000 〒,Украинская 205,Петропавловск
2-комнатная квартира · 44 м² · 1/5 этаж,15 500 000 〒,Заводская — М. Ауэзова,Петропавловск
2-комнатная квартира · 44 м² · 2/5 этаж,18 700 000 〒,Чайковского — Токсан би,Петропавловск
3-комнатная квартира · 67.7 м² · 9/9 этаж,39 000 000 〒,Алтынсарина,Петропавловск
1-комнатная квартира · 38 м² · 1/4 этаж,7 000 000 〒,Новая,Петропавловск
2-комнатная квартира · 49.9 м² · 4/5 этаж,20 950 000 〒,Володарского 77,Петропавловск
1-комнатная квартира · 35 м² · 3/5 этаж,13 900 000 〒,Жукова,Петропавловск
1-комнатная квартира · 19 м² · 2/5 этаж,6 200 000 〒,валиханова 17,Петропавловск
2-комнатная квартира · 73 м² · 5/5 этаж,31 500 000 〒,Мусрепова 11В,Петропавловск
3-комнатная квартира · 67.5 м² · 6/6 этаж,22 000 000 〒,Ауэзова 53 — Дворец спорта,Петропавловск
2-комнатная квартира · 79 м² · 2/9 этаж,32 500 000 〒,назарбаева 288в,Петропавловск
4-комнатная квартира · 106 м² · 4/5 этаж,40 500 000 〒,Кизатова,Петропавловск
2-комнатная квартира · 54 м² · 1/5 этаж,19 400 000 〒,Абая,Петропавловск
2-комнатная квартира · 45 м² · 5/5 этаж,15 100 000 〒,Мира,Петропавловск
3-комнатная квартира · 65 м² · 2/9 этаж,27 500 000 〒,Мира — 8 школа,Петропавловск
2-комнатная квартира · 54 м² · 1/5 этаж,20 500 000 〒,Кизатова,Петропавловск
3-комнатная квартира · 59 м² · 5/5 этаж,17 900 000 〒,Интернациональная,Петропавловск
1-комнатная квартира · 32 м² · 2/5 этаж,10 500 000 〒,Мира — Северный,Петропавловск
1-комнатная квартира · 32 м² · 2/5 этаж,11 100 000 〒,Чокана Валиханова 4 — Мусрепова,Петропавловск
1-комнатная квартира · 43.4 м² · 2/9 этаж,25 500 000 〒,Алтынсарина 61,Петропавловск
3-комнатная квартира · 58 м² · 5/5 этаж,18 900 000 〒,Назарбаева 347,Петропавловск
2-комнатная квартира · 38.5 м² · 3/5 этаж,17 000 000 〒,Парковая 104,Петропавловск
1-комнатная квартира · 18 м² · 3/5 этаж,5 500 000 〒,мира 226 — дом быта северный,Петропавловск
2-комнатная квартира · 43.1 м² · 5/5 этаж,13 500 000 〒,Строительная — Микрорайон Северный,Петропавловск
2-комнатная квартира · 44 м² · 1/5 этаж,14 500 000 〒,Ш. Валиханова 30 — Магазин Изюминка,Петропавловск
1-комнатная квартира · 35.5 м² · 1/10 этаж,15 450 000 〒,Болатбаева,Петропавловск
1-комнатная квартира · 31 м² · 3/5 этаж,12 300 000 〒,Назарбаева,Петропавловск
1-комнатная квартира · 32 м² · 5 этаж,10 400 000 〒,назарбаева,Петропавловск
1-комнатная квартира · 33 м² · 2 этаж,15 500 000 〒,жуковп,Петропавловск
3-комнатная квартира · 98.9 м² · 5/5 этаж,46 700 000 〒,Жамбыла,Петропавловск
1-комнатная квартира · 31 м² · 2/5 этаж,11 500 000 〒,Советская 45,Петропавловск
3-комнатная квартира · 60 м² · 4/4 этаж,18 600 000 〒,Гагарина,Петропавловск
1-комнатная квартира · 18 м² · 3/5 этаж,6 950 000 〒,Интернациональная,Петропавловск
2-комнатная квартира · 36 м² · 3/5 этаж,9 000 000 〒,Заводская 23,Петропавловск
2-комнатная квартира · 44.3 м² · 1/5 этаж,15 500 000 〒,Шухова 10,Петропавловск
2-комнатная квартира · 48 м² · 4/5 этаж,19 700 000 〒,сутюшева,Петропавловск
2-комнатная квартира · 55 м² · 1/3 этаж,22 500 000 〒,"Ухабова 25а — Ниш, Северный",Петропавловск
2-комнатная квартира · 45 м² · 3/5 этаж,21 000 000 〒,валиханова 7,Петропавловск
2-комнатная квартира · 46 м² · 5/5 этаж,21 000 000 〒,назарбаева 246,Петропавловск
2-комнатная квартира · 51.3 м² · 3/5 этаж,24 950 000 〒,Батыр Баяна,Петропавловск
2-комнатная квартира · 45 м² · 4/5 этаж,20 000 000 〒,Валиханова 6,Петропавловск
2-комнатная квартира · 54 м² · 2/5 этаж,25 000 000 〒,ульянова 36,Петропавловск
2-комнатная квартира · 45 м² · 4/5 этаж,22 000 000 〒,мусрепова 10,Петропавловск
2-комнатная квартира · 43 м² · 5/5 этаж,19 500 000 〒,Назарбаева 201,Петропавловск
3-комнатная квартира · 72 м² · 4/5 этаж,29 500 000 〒,Назарбаева,Петропавловск
2-комнатная квартира · 55.6 м² · 3/5 этаж,25 000 000 〒,Нурсултана Назарбаева 124,Петропавловск
1-комнатная квартира · 33.6 м² · 8/9 этаж,15 450 000 〒,Жумабаева,Петропавловск
2-комнатная квартира · 49.1 м² · 5/5 этаж,19 500 000 〒,Валиханова 5,Петропавловск
3-комнатная квартира · 72 м² · 2/5 этаж,30 500 000 〒,Ауэзова,Петропавловск
3-комнатная квартира · 62 м² · 3/5 этаж,21 800 000 〒,Бостандыкская,Петропавловск
2-комнатная квартира · 46 м² · 5/5 этаж,21 000 000 〒,Нурсултана Назарбаева 246,Петропавловск
3-комнатная квартира · 67 м² · 5/9 этаж,30 300 000 〒,Батыр баяна,Петропавловск
2-комнатная квартира · 46 м² · 5/5 этаж,19 500 000 〒,Валиханова 11,Петропавловск
1-комнатная квартира · 33 м² · 4/5 этаж,13 950 000 〒,Байбулова,Петропавловск
3-комнатная квартира · 67 м² · 8/12 этаж,26 800 000 〒,Жамбыла,Петропавловск
3-комнатная квартира · 71 м² · 1/5 этаж,32 500 000 〒,4 линия,Петропавловск
2-комнатная квартира · 53.6 м² · 2/5 этаж,23 500 000 〒,назарбаева,Петропавловск
1-комнатная квартира · 32 м² · 2/5 этаж,10 500 000 〒,Назарбаева 211,Петропавловск
1-комнатная квартира · 34 м² · 8/10 этаж,14 200 000 〒,Болатбаева 32,Петропавловск
3-комнатная квартира · 84.7 м² · 5/5 этаж,33 000 000 〒,жабаева 272б,Петропавловск
2-комнатная квартира · 82 м² · 3/5 этаж,45 000 000 〒,Валиханова 46,Петропавловск
3-комнатная квартира · 70 м² · 5/5 этаж,33 700 000 〒,4 линия,Петропавловск
2-комнатная квартира · 44 м² · 5/5 этаж,16 500 000 〒,Брусиловского,Петропавловск
3-комнатная квартира · 69.2 м² · 7/9 этаж,22 900 000 〒,Проезд Жамбыла 1 Б,Петропавловск
1-комнатная квартира · 32.6 м² · 1/3 этаж,12 300 000 〒,гагарина 4,Петропавловск
3-комнатная квартира · 56 м² · 4/4 этаж,26 000 000 〒,Интернациональная — Ауэзова,Петропавловск
3-комнатная квартира · 65 м² · 4/5 этаж,26 500 000 〒,Алматинская 50,Петропавловск
3-комнатная квартира · 72 м² · 1/9 этаж,34 000 000 〒,Парковая 21,Петропавловск
2-комнатная квартира · 51 м² · 5/5 этаж,21 000 000 〒,Победы 7 — Сити молл,Петропавловск
3-комнатная квартира · 60 м² · 1/5 этаж,24 000 000 〒,астана 50,Петропавловск
4-комнатная квартира · 80.3 м² · 9/10 этаж,38 000 000 〒,сутюшева 65 — горького,Петропавловск
1-комнатная квартира · 36.6 м² · 4/5 этаж,11 000 000 〒,Пос Борки 6,Петропавловск
2-комнатная квартира · 52.3 м² · 2/9 этаж,21 181 500 〒,Партизанская 158Б,Петропавловск
3-комнатная квартира · 63.9 м² · 1/9 этаж,25 000 000 〒,Назарбаева 292,Петропавловск
3-комнатная квартира · 66 м² · 7/9 этаж,26 000 000 〒,жабаева 123,Петропавловск
2-комнатная квартира · 45 м² · 5/5 этаж,18 500 000 〒,Ауэзова — Букетова и Ауэзова,Петропавловск
2-комнатная квартира · 52 м² · 1/5 этаж,22 000 000 〒,"Жукова 34 — 2х комнатная, теплая квартира",Петропавловск
2-комнатная квартира · 50 м² · 5/5 этаж,18 500 000 〒,Назарбаев 125,Петропавловск
4-комнатная квартира · 74.5 м² · 4/5 этаж,25 000 000 〒,Интернациональная,Петропавловск
3-комнатная квартира · 63 м² · 7/9 этаж,28 300 000 〒,Кизатова 2л,Петропавловск
4-комнатная квартира · 61 м² · 4/5 этаж,20 500 000 〒,Абая 61,Петропавловск
3-комнатная квартира · 65 м² · 1/10 этаж,25 500 000 〒,Жукова 7,Петропавловск
